primary,secondary,third,sum
Utbildning och universitetsforskning,Universitet och högskolor,Mälardalens högskola: Forskning och utbildning på forskarnivå,"84,561"
Utbildning och universitetsforskning,Universitet och högskolor,Stockholms konstnärliga högskola: Utbildning på grundnivå och avancerad nivå,"191,622"
Utbildning och universitetsforskning,Universitet och högskolor,Stockholms konstnärliga högskola: Konstnärlig forskning och utbildning på forskarnivå,"48,091"
Utbildning och universitetsforskning,Universitet och högskolor,Gymnastik- och idrottshögskolan: Utbildning på grundnivå och avancerad nivå,"89,178"
Utbildning och universitetsforskning,Universitet och högskolor,Gymnastik- och idrottshögskolan: Forskning och utbildning på forskarnivå,"26,054"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Borås: Utbildning på grundnivå och avancerad nivå,"437,059"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Borås: Forskning och utbildning på forskarnivå,"57,626"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan Dalarna: Utbildning på grundnivå och avancerad nivå,"387,117"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan Dalarna: Forskning och utbildning på forskarnivå,"55,972"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Gävle: Utbildning på grundnivå och avancerad nivå,"411,850"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Gävle: Forskning och utbildning på forskarnivå,"85,239"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Halmstad: Utbildning på grundnivå och avancerad nivå,"358,336"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Halmstad: Forskning och utbildning på forskarnivå,"56,601"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan Kristianstad: Utbildning på grundnivå och avancerad nivå,"345,318"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan Kristianstad: Forskning och utbildning på forskarnivå,"47,412"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Skövde: Utbildning på grundnivå och avancerad nivå,"303,826"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan i Skövde: Forskning och utbildning på forskarnivå,"41,540"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan Väst: Utbildning på grundnivå och avancerad nivå,"331,231"
Utbildning och universitetsforskning,Universitet och högskolor,Högskolan Väst: Forskning och utbildning på forskarnivå,"41,080"
Utbildning och universitetsforskning,Universitet och högskolor,Konstfack: Utbildning på grundnivå och avancerad nivå,"152,966"
Utbildning och universitetsforskning,Universitet och högskolor,Konstfack: Konstnärlig forskning och utbildning på forskarnivå,"8,259"
Utbildning och universitetsforskning,Universitet och högskolor,Kungl. Konsthögskolan: Utbildning på grundnivå och avancerad nivå,"60,852"
Utbildning och universitetsforskning,Universitet och högskolor,Kungl. Konsthögskolan: Konstnärlig forskning och utbildning på forskarnivå,"4,944"
Utbildning och universitetsforskning,Universitet och högskolor,Kungl. Musikhögskolan i Stockholm: Utbildning på grundnivå och avancerad nivå,"122,384"
Utbildning och universitetsforskning,Universitet och högskolor,Kungl. Musikhögskolan i Stockholm: Konstnärlig forskning och utbildning på forskarnivå,"8,352"
Utbildning och universitetsforskning,Universitet och högskolor,Södertörns högskola: Utbildning på grundnivå och avancerad nivå,"370,215"
Utbildning och universitetsforskning,Universitet och högskolor,Södertörns högskola: Forskning och utbildning på forskarnivå,"52,911"
Utbildning och universitetsforskning,Universitet och högskolor,Försvarshögskolan: Utbildning på grundnivå och avancerad nivå,"23,731"
Utbildning och universitetsforskning,Universitet och högskolor,Försvarshögskolan: Forskning och utbildning på forskarnivå,"9,295"
Utbildning och universitetsforskning,Universitet och högskolor,Enskilda utbildningsanordnare på högskoleområdet,"2,918,272"
Utbildning och universitetsforskning,Universitet och högskolor,Särskilda utgifter inom universitet och högskolor,"890,511"
Utbildning och universitetsforskning,Universitet och högskolor,Särskilda medel till universitet och högskolor,"800,380"
Utbildning och universitetsforskning,Universitet och högskolor,Ersättningar för klinisk utbildning och forskning,"2,397,080"
Utbildning och universitetsforskning,Forskning,,"7,648,785"
Utbildning och universitetsforskning,Forskning,Vetenskapsrådet: Forskning och forskningsinformation,"5,622,028"
Utbildning och universitetsforskning,Forskning,Vetenskapsrådet: Avgifter till internationella organisationer,"280,061"
Utbildning och universitetsforskning,Forskning,Vetenskapsrådet: Förvaltning,"134,403"
Utbildning och universitetsforskning,Forskning,Rymdforskning och rymdverksamhet,"349,950"
Utbildning och universitetsforskning,Forskning,Rymdstyrelsen: Förvaltning,"26,780"
Utbildning och universitetsforskning,Forskning,Rymdstyrelsen: Avgifter till internationella organisationer,"551,309"
Utbildning och universitetsforskning,Forskning,Institutet för rymdfysik,"51,410"
Utbildning och universitetsforskning,Forskning,Kungl. biblioteket,"347,962"
Utbildning och universitetsforskning,Forskning,Polarforskningssekretariatet,"38,765"
Utbildning och universitetsforskning,Forskning,Sunet,"43,742"
Utbildning och universitetsforskning,Forskning,Centrala etikprövningsnämnden,"9,234"
Utbildning och universitetsforskning,Forskning,Regionala etikprövningsnämnder,"40,569"
Utbildning och universitetsforskning,Forskning,Särskilda utgifter för forskningsändamål,"152,572"
Utbildning och universitetsforskning,Vissa gemensamma ändamål,,"129,994"
Utbildning och universitetsforskning,Vissa gemensamma ändamål,Internationella program,"81,589"
Utbildning och universitetsforskning,Vissa gemensamma ändamål,Avgift till Unesco och ICCROM,"30,886"
Utbildning och universitetsforskning,Vissa gemensamma ändamål,Kostnader för Svenska Unescorådet,"9,181"
Utbildning och universitetsforskning,Vissa gemensamma ändamål,Utvecklingsarbete inom områdena utbildning och forskning,"8,338"
"Kultur, medier, trossamfund och fritid",,,"13,150,941"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,,"1,980,859"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,Statens kulturråd,"42,559"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,"Bidrag till allmän kulturverksamhet, utveckling samt internationellt kulturutbyte och samarbete","382,488"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,Skapande skola,"198,571"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,Forsknings- och utvecklingsinsatser inom kulturområdet,"37,979"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,Stöd till icke-statliga kulturlokaler,"9,875"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,Bidrag till regional kulturverksamhet,"1,293,948"
"Kultur, medier, trossamfund och fritid",Kulturområdesövergripande verksamhet,Myndigheten för kulturanalys,"15,439"
"Kultur, medier, trossamfund och fritid","Teater, dans och musik",,"1,285,240"
"Kultur, medier, trossamfund och fritid","Teater, dans och musik","Bidrag till Operan, Dramaten, Riksteatern, Dansens Hus, Drottningholms slottsteater och Voksenåsen","983,660"
"Kultur, medier, trossamfund och fritid","Teater, dans och musik","Bidrag till vissa teater-, dans- och musikändamål","191,064"
"Kultur, medier, trossamfund och fritid","Teater, dans och musik",Statens musikverk,"110,516"
"Kultur, medier, trossamfund och fritid","Litteraturen, läsandet och språket",,"304,242"
"Kultur, medier, trossamfund och fritid","Litteraturen, läsandet och språket",Bidrag till litteratur och kulturtidskrifter,"138,060"
"Kultur, medier, trossamfund och fritid","Litteraturen, läsandet och språket",Myndigheten för tillgängliga medier,"108,189"
"Kultur, medier, trossamfund och fritid","Litteraturen, läsandet och språket",Institutet för språk och folkminnen,"57,993"
"Kultur, medier, trossamfund och fritid","Bildkonst, arkitektur, form och design",,"80,753"
"Kultur, medier, trossamfund och fritid","Bildkonst, arkitektur, form och design",Statens konstråd,"8,130"
"Kultur, medier, trossamfund och fritid","Bildkonst, arkitektur, form och design",Konstnärlig gestaltning av den gemensamma miljön,"33,025"
"Kultur, medier, trossamfund och fritid","Bildkonst, arkitektur, form och design",Nämnden för hemslöjdsfrågor,"11,463"
"Kultur, medier, trossamfund och fritid","Bildkonst, arkitektur, form och design",Bidrag till bild- och formområdet,"28,135"
"Kultur, medier, trossamfund och fritid",Kulturskaparnas villkor,,"364,472"
"Kultur, medier, trossamfund och fritid",Kulturskaparnas villkor,Konstnärsnämnden,"18,871"
"Kultur, medier, trossamfund och fritid",Kulturskaparnas villkor,Ersättningar och bidrag till konstnärer,"345,601"
"Kultur, medier, trossamfund och fritid",Arkiv,,"370,001"
"Kultur, medier, trossamfund och fritid",Arkiv,Riksarkivet,"370,001"
"Kultur, medier, trossamfund och fritid",Kulturmiljö,,"926,955"
"Kultur, medier, trossamfund och fritid",Kulturmiljö,Riksantikvarieämbetet,"215,822"
"Kultur, medier, trossamfund och fritid",Kulturmiljö,Bidrag till kulturmiljövård,"251,133"
"Kultur, medier, trossamfund och fritid",Kulturmiljö,Kyrkoantikvarisk ersättning,"460,000"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,,"1,483,208"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,Centrala museer: Myndigheter,"1,090,957"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,Centrala museer: Stiftelser,"245,877"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,Bidrag till vissa museer,"48,617"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,Riksutställningar,"43,261"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,Forum för levande historia,"54,416"
"Kultur, medier, trossamfund och fritid",Museer och utställningar,Statliga utställningsgarantier och inköp av vissa kulturföremål,80
"Kultur, medier, trossamfund och fritid",Trossamfund,,"79,334"
"Kultur, medier, trossamfund och fritid",Trossamfund,Nämnden för statligt stöd till trossamfund,"8,242"
"Kultur, medier, trossamfund och fritid",Trossamfund,Stöd till trossamfund,"71,092"
"Kultur, medier, trossamfund och fritid",Film,,"309,644"
"Kultur, medier, trossamfund och fritid",Film,Filmstöd,"309,644"
"Kultur, medier, trossamfund och fritid",Medier,,"101,962"
"Kultur, medier, trossamfund och fritid",Medier,Utbyte av TV-sändningar mellan Sverige och Finland,"21,774"
"Kultur, medier, trossamfund och fritid",Medier,Forskning och dokumentation om medieutvecklingen,"2,648"
"Kultur, medier, trossamfund och fritid",Medier,Avgift till europeiska audiovisuella observatoriet,383
"Kultur, medier, trossamfund och fritid",Medier,Statens medieråd,"17,101"
"Kultur, medier, trossamfund och fritid",Medier,Stöd till taltidningar,"60,056"
"Kultur, medier, trossamfund och fritid",Ungdomspolitik,,"293,776"
"Kultur, medier, trossamfund och fritid",Ungdomspolitik,Myndigheten för ungdoms- och civilsamhällesfrågor,"33,336"
"Kultur, medier, trossamfund och fritid",Ungdomspolitik,Bidrag till nationell och internationell ungdomsverksamhet,"260,440"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,,"1,833,621"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,Stöd till idrotten,"1,705,751"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,Bidrag till allmänna samlingslokaler,"32,164"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,Bidrag för kvinnors organisering,"28,163"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,Stöd till friluftsorganisationer,"27,785"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,Bidrag till riksdagspartiers kvinnoorganisationer,"15,000"
"Kultur, medier, trossamfund och fritid",Politik för det civila samhället,Insatser för den ideella sektorn,"24,758"
"Kultur, medier, trossamfund och fritid",Folkbildning,,"3,688,201"
"Kultur, medier, trossamfund och fritid",Folkbildning,Bidrag till folkbildningen,"3,671,432"
"Kultur, medier, trossamfund och fritid",Folkbildning,Bidrag till kontakttolkutbildning,"16,769"
"Kultur, medier, trossamfund och fritid",Tillsyn över spelmarknaden,,"48,673"
"Kultur, medier, trossamfund och fritid",Tillsyn över spelmarknaden,Lotteriinspektionen,"48,673"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",,,"1,508,973"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",,"1,291,704"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Bostadspolitisk utveckling,"17,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Omstrukturering av kommunala bostadsföretag,"99,500"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Stöd för att underlätta för enskilda att ordna bostad,"43,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Innovativt byggande,"20,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Boverket,"224,948"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Bidrag till åtgärder mot radon i bostäder,"12,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Statens geotekniska institut,"44,532"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Lantmäteriet,"503,699"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Statens va-nämnd,"9,025"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Stöd gällande utveckling i strandnära lägen,"2,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Utvecklingsprojekt för jämställda offentliga rum,"16,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Energieffektivisering av vissa bostäder,"200,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik","Samhällsplanering, bostadsmarknad, byggande och lantmäteriverksamhet",Upprustning av skollokaler,"100,000"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,,"217,269"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,Marknadsdomstolen,"10,979"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,Konsumentverket,"135,208"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,Allmänna reklamationsnämnden,"35,524"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,Fastighetsmäklarinspektionen,"16,725"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,Åtgärder på konsumentområdet,"15,459"
"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitik,Bidrag till miljömärkning av produkter,"3,374"
Regional tillväxt,,,"2,700,801"
Regional tillväxt,,Regionala tillväxtåtgärder,"1,469,637"
Regional tillväxt,,Transportbidrag,"400,864"
Regional tillväxt,,Europeiska regionala utvecklingsfonden perioden 2007-2013,"589,300"
Regional tillväxt,,Europeiska regionala utvecklingsfonden perioden 2014-2020,"241,000"
Allmän miljö- och naturvård,,,"6,881,418"
Allmän miljö- och naturvård,Miljöpolitik,,"6,186,042"
Allmän miljö- och naturvård,Miljöpolitik,Naturvårdsverket,"413,559"
Allmän miljö- och naturvård,Miljöpolitik,Miljöövervakning m.m.,"356,214"
Allmän miljö- och naturvård,Miljöpolitik,Åtgärder för värdefull natur,"999,535"
Allmän miljö- och naturvård,Miljöpolitik,Sanering och återställning av förorenade områden,"603,018"
Allmän miljö- och naturvård,Miljöpolitik,Miljöforskning,"75,990"
Allmän miljö- och naturvård,Miljöpolitik,Kemikalieinspektionen,"209,052"
Allmän miljö- och naturvård,Miljöpolitik,Avgifter till Internationella organisationer,"183,131"
Allmän miljö- och naturvård,Miljöpolitik,Supermiljöbilspremie,"100,000"
Allmän miljö- och naturvård,Miljöpolitik,Sveriges meteorologiska och hydrologiska institut,"219,104"
Allmän miljö- och naturvård,Miljöpolitik,Klimatanpassning,"165,000"
Allmän miljö- och naturvård,Miljöpolitik,Inspire,"20,000"
Allmän miljö- och naturvård,Miljöpolitik,Åtgärder för havs- och vattenmiljö,"741,565"
Allmän miljö- och naturvård,Miljöpolitik,Insatser för internationella klimatinvesteringar,"183,000"
Allmän miljö- och naturvård,Miljöpolitik,Internationellt miljösamarbete,"33,900"
Allmän miljö- och naturvård,Miljöpolitik,Hållbara städer,"80,000"
Allmän miljö- och naturvård,Miljöpolitik,Skydd av värdefull natur,"1,375,000"
Allmän miljö- och naturvård,Miljöpolitik,Havs- och vattenmyndigheten,"227,974"
Allmän miljö- och naturvård,Miljöpolitik,Klimatinvesteringar i kommuner och regioner,"200,000"
Allmän miljö- och naturvård,Miljöforskning,,"695,376"
Allmän miljö- och naturvård,Miljöforskning,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Förvaltningskostnader","55,513"
Allmän miljö- och naturvård,Miljöforskning,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning","639,863"
Energi,Miljöforskning,,"2,495,609"
Energi,Miljöforskning,Statens energimyndighet,"250,028"
Energi,Miljöforskning,Insatser för energieffektivisering,"248,000"
Energi,Miljöforskning,Stöd för marknadsintroduktion av vindkraft,"10,000"
Energi,Miljöforskning,Energiforskning,"1,212,536"
Energi,Miljöforskning,Ersättning för vissa kostnader vid avveckling av Barsebäcksverket,"138,600"
Energi,Miljöforskning,Planeringsstöd för vindkraft,"15,000"
Energi,Miljöforskning,Energimarknadsinspektionen,"105,117"
Energi,Miljöforskning,Energiteknik,"240,000"
Energi,Miljöforskning,Elberedskap,"255,000"
Energi,Miljöforskning,Avgifter till internationella organisationer,"21,328"
Kommunikationer,,,"50,078,203"
Kommunikationer,Transportpolitik,,"49,683,530"
Kommunikationer,Transportpolitik,Utveckling av statens transportinfrastruktur,"21,718,542"
Kommunikationer,Transportpolitik,Vidmakthållande av statens transportinfrastruktur,"20,821,798"
Kommunikationer,Transportpolitik,Trafikverket,"1,283,636"
Kommunikationer,Transportpolitik,Ersättning för sjöräddning och fritidsbåtsändamål,"388,308"
Kommunikationer,Transportpolitik,Ersättning för viss kanal- och slussinfrastruktur,"162,284"
Kommunikationer,Transportpolitik,Driftbidrag till icke statliga flygplatser,"80,013"
Kommunikationer,Transportpolitik,Trafikavtal,"831,000"
Kommunikationer,Transportpolitik,Viss internationell verksamhet,"25,155"
Kommunikationer,Transportpolitik,Statens väg- och transportforskningsinstitut,"46,525"
Kommunikationer,Transportpolitik,Från EU-budgeten finansierade stöd till Transeuropeiska nätverk,"348,500"
Kommunikationer,Transportpolitik,Trängselskatt i Stockholm,"1,005,058"
Kommunikationer,Transportpolitik,Transportstyrelsen,"2,020,897"
Kommunikationer,Transportpolitik,Trafikanalys,"62,851"
Kommunikationer,Transportpolitik,Trängselskatt i Göteborg,"888,963"
Kommunikationer,Politiken för informationssamhället,,"394,673"
Kommunikationer,Politiken för informationssamhället,Post- och telestyrelsen,"27,487"
Kommunikationer,Politiken för informationssamhället,Ersättning för särskilda tjänster till funktionshindrade,"138,278"
Kommunikationer,Politiken för informationssamhället,Grundläggande betaltjänster,"37,000"
Kommunikationer,Politiken för informationssamhället,Informationsteknik och telekommunikation,"23,844"
Kommunikationer,Politiken för informationssamhället,Driftsäker och tillgänglig elektronisk kommunikation,"120,014"
Kommunikationer,Politiken för informationssamhället,Gemensamma e-förvaltningsprojekt av strategisk betydelse,"48,050"
"Areella näringar, landsbygd och livsmedel",,,"15,787,422"
"Areella näringar, landsbygd och livsmedel",,Skogsstyrelsen,"406,278"
"Areella näringar, landsbygd och livsmedel",,Insatser för skogsbruket,"366,373"
"Areella näringar, landsbygd och livsmedel",,Statens veterinärmedicinska anstalt,"115,921"
"Areella näringar, landsbygd och livsmedel",,Bidrag till veterinär fältverksamhet,"107,074"
"Areella näringar, landsbygd och livsmedel",,Djurhälsovård och djurskyddsfrämjande åtgärder,"13,433"
"Areella näringar, landsbygd och livsmedel",,Bekämpande av smittsamma husdjurssjukdomar,"124,349"
"Areella näringar, landsbygd och livsmedel",,Ersättningar för viltskador m.m.,"57,778"
"Areella näringar, landsbygd och livsmedel",,Statens jordbruksverk,"519,086"
"Areella näringar, landsbygd och livsmedel",,Bekämpande av växtskadegörare,"5,000"
"Areella näringar, landsbygd och livsmedel",,Gårdsstöd m.m.,"6,097,400"
"Areella näringar, landsbygd och livsmedel",,Intervention för jordbruksprodukter m.m.,"129,000"
"Areella näringar, landsbygd och livsmedel",,Finansiella korrigeringar m.m.,"75,472"
"Areella näringar, landsbygd och livsmedel",,Strukturstöd till fisket m.m.,"46,105"
"Areella näringar, landsbygd och livsmedel",,Från EU-budgeten finansierade strukturstöd till fisket m.m.,"143,051"
"Areella näringar, landsbygd och livsmedel",,Livsmedelsverket,"303,139"
"Areella näringar, landsbygd och livsmedel",,Konkurrenskraftig livsmedelssektor,"15,160"
"Areella näringar, landsbygd och livsmedel",,Bidrag till vissa internationella organisationer m.m.,"42,913"
"Areella näringar, landsbygd och livsmedel",,Åtgärder för landsbygdens miljö och struktur,"2,740,505"
"Areella näringar, landsbygd och livsmedel",,Från EU-budgeten finansierade åtgärder för landsbygdens miljö och struktur,"2,083,785"
"Areella näringar, landsbygd och livsmedel",,Miljöförbättrande åtgärder i jordbruket,"37,830"
"Areella näringar, landsbygd och livsmedel",,Stöd till jordbrukets rationalisering m.m.,"4,116"
"Areella näringar, landsbygd och livsmedel",,Stöd till innehavare av fjällägenheter m.m.,"1,029"
"Areella näringar, landsbygd och livsmedel",,Främjande av rennäringen m.m.,"107,915"
"Areella näringar, landsbygd och livsmedel",,Sveriges lantbruksuniversitet,"1,727,833"
"Areella näringar, landsbygd och livsmedel",,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning och samfinansierad forskning","515,700"
"Areella näringar, landsbygd och livsmedel",,Bidrag till Skogs- och lantbruksakademien,"1,177"
Näringsliv,,,"5,366,162"
Näringsliv,Näringspolitik,,"4,905,853"
Näringsliv,Näringspolitik,Verket för innovationssystem,"220,176"
Näringsliv,Näringspolitik,Verket för innovationssystem: Forskning och utveckling,"2,418,966"
Näringsliv,Näringspolitik,Institutens strategiska kompetensmedel,"615,907"
Näringsliv,Näringspolitik,Tillväxtverket,"268,960"
Näringsliv,Näringspolitik,Näringslivsutveckling,"316,772"
Näringsliv,Näringspolitik,Myndigheten för tillväxtpolitiska utvärderingar och analyser,"81,503"
Näringsliv,Näringspolitik,Turistfrämjande,"109,824"
Näringsliv,Näringspolitik,Sveriges geologiska undersökning,"224,428"
Näringsliv,Näringspolitik,Geovetenskaplig forskning,"5,806"
Näringsliv,Näringspolitik,Miljösäkring av oljelagringsanläggningar,"14,000"
Näringsliv,Näringspolitik,Patentbesvärsrätten,"19,238"
Näringsliv,Näringspolitik,Bolagsverket,"24,842"
Näringsliv,Näringspolitik,Bidrag till terminologisk verksamhet,"4,288"
Näringsliv,Näringspolitik,Bidrag till Ingenjörsvetenskapsakademien,"8,327"
Näringsliv,Näringspolitik,Konkurrensverket,"215,192"
Näringsliv,Näringspolitik,Konkurrensforskning,"13,657"
Näringsliv,Näringspolitik,Upprustning och drift av Göta kanal,"25,210"
Näringsliv,Näringspolitik,Omstrukturering och genomlysning av statligt ägda företag,"22,200"
Näringsliv,Näringspolitik,Kapitalinsatser i statliga bolag,"1,000"
Näringsliv,Näringspolitik,Avgifter till vissa internationella organisationer,"17,780"
Näringsliv,Näringspolitik,Finansiering av rättegångskostnader,"18,000"
Näringsliv,Näringspolitik,Bidrag till företagsutveckling och innovation,"259,777"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",,"460,309"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",Styrelsen för ackreditering och teknisk kontroll: Myndighetsverksamhet,"23,885"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",Kommerskollegium,"83,553"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",Exportfrämjande verksamhet,"243,889"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",Investeringsfrämjande,"57,410"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",Avgifter till internationella handelsorganisationer,"20,517"
Näringsliv,"Utrikeshandel, handels- och investeringsfrämjande",Bidrag till standardiseringen,"31,055"
Allmänna bidrag till kommuner,,,"94,490,852"
Allmänna bidrag till kommuner,,Kommunalekonomisk utjämning,"90,772,537"
Allmänna bidrag till kommuner,,Utjämningsbidrag för LSS-kostnader,"3,712,965"
Allmänna bidrag till kommuner,,Bidrag till kommunalekonomiska organisationer,"5,350"
Statsskuldsräntor m.m.,,,"20,526,200"
Statsskuldsräntor m.m.,,Räntor på statsskulden,"20,371,000"
Statsskuldsräntor m.m.,,Oförutsedda utgifter,"10,000"
Statsskuldsräntor m.m.,,Riksgäldskontorets provisionsutgifter,"145,200"
Avgiften till Europeiska unionen,,,"40,126,178"
Avgiften till Europeiska unionen,,Avgiften till Europeiska unionen,"40,126,178"